Product_ID,Category,Subcategory,Original_Price,Final_Price,Discount_Percent,Rating,Purchase_Date,Scraping_Date
887204fc-0,Books,Books,56.4,53.58,5,4.5,2024-08-30,2024-12-01
166a45a2-c,Toys,Toys,63.96,60.76,5,4.1,2024-09-15,2024-12-01
567355fa-3,Home & Kitchen,Home & Kitchen,246.62,246.62,0,3.8,2024-05-31,2024-12-01
2d4ef699-f,Books,Books,61.7,58.62,5,4.7,2024-02-24,2024-12-01
5e93104b-a,Books,Books,434.51,369.33,15,4.5,2024-07-15,2024-12-01
00fcb9c0-8,Clothing,Clothing,350.78,315.7,10,2.9,2024-06-24,2024-12-01
ec4cfda5-5,Books,Books,137.81,124.03,10,3.3,2024-10-27,2024-12-01
cc021b5e-8,Beauty,Beauty,18.74,17.8,5,3.1,2024-09-19,2024-12-01
10e8a4f7-b,Toys,Toys,457.22,434.36,5,4.4,2024-10-02,2024-12-01
2c91e42a-6,Toys,Toys,233.57,233.57,0,2.6,2024-08-18,2024-12-01
5978f0ff-1,Electronics,Electronics,136.96,102.72,25,3.9,2024-10-31,2024-12-01
7e336240-1,Clothing,Clothing,440.6,330.45,25,4.4,2024-05-02,2024-12-01
e526dc06-e,Electronics,Electronics,267.99,254.59,5,4.7,2024-11-03,2024-12-01
6d1515e6-3,Beauty,Beauty,80.57,60.43,25,3.4,2024-04-28,2024-12-01
22678cd9-e,Sports,Sports,417.36,417.36,0,4.6,2024-02-14,2024-12-01
9aaae28d-d,Electronics,Electronics,294.52,265.07,10,2.8,2024-01-24,2024-12-01
6cfb4a90-6,Sports,Sports,375.0,300.0,20,4.6,2024-03-03,2024-12-01
fa76eccc-7,Sports,Sports,60.63,45.47,25,2.8,2024-03-21,2024-12-01
c0d8e8ab-4,Clothing,Clothing,214.26,192.83,10,3.5,2024-01-24,2024-12-01
84b8e40f-6,Home & Kitchen,Home & Kitchen,131.08,65.54,50,4.5,2024-04-22,2024-12-01
a123f1a2-e,Clothing,Clothing,395.41,355.87,10,2.9,2024-08-13,2024-12-01
bc32e509-c,Electronics,Electronics,477.0,357.75,25,3.1,2024-07-29,2024-12-01
cacf1f1e-3,Electronics,Electronics,314.34,157.17,50,4.3,2024-03-12,2024-12-01
0c58c336-9,Clothing,Clothing,232.51,186.01,20,4.3,2024-02-15,2024-12-01
5c0ef37f-2,Books,Books,306.61,245.29,20,4.1,2024-05-03,2024-12-01
a4399143-2,Beauty,Beauty,271.74,190.22,30,4.2,2024-03-23,2024-12-01
7ba3966b-5,Sports,Sports,363.52,254.46,30,3.9,2024-02-08,2024-12-01
e1224f77-9,Electronics,Electronics,304.33,152.16,50,3.1,2024-01-01,2024-12-01
4f25c1c1-a,Beauty,Beauty,403.2,362.88,10,3.4,2024-01-20,2024-12-01
30571c6b-a,Electronics,Electronics,317.23,222.06,30,3.0,2024-06-19,2024-12-01
e7b4c53e-1,Home & Kitchen,Home & Kitchen,325.63,162.81,50,4.8,2024-04-14,2024-12-01
ad74ed86-b,Electronics,Electronics,443.94,421.74,5,4.0,2024-05-11,2024-12-01
7fdb1426-8,Books,Books,105.16,99.9,5,3.5,2024-08-27,2024-12-01
26488257-8,Home & Kitchen,Home & Kitchen,95.11,76.09,20,3.7,2024-09-21,2024-12-01
0ab77e86-e,Toys,Toys,231.11,184.89,20,4.9,2024-11-13,2024-12-01
9d8e1e52-1,Home & Kitchen,Home & Kitchen,89.92,44.96,50,2.9,2024-01-23,2024-12-01
1d77c7af-3,Home & Kitchen,Home & Kitchen,293.2,146.6,50,4.0,2024-02-16,2024-12-01
4116b831-2,Electronics,Electronics,171.28,119.9,30,3.8,2024-10-30,2024-12-01
f0ed22c9-3,Beauty,Beauty,476.57,452.74,5,4.0,2024-09-23,2024-12-01
b82fe130-6,Sports,Sports,323.84,226.69,30,2.5,2024-02-16,2024-12-01
1f12847c-d,Sports,Sports,430.99,301.69,30,4.7,2024-07-15,2024-12-01
53b4de6e-9,Home & Kitchen,Home & Kitchen,74.43,63.27,15,4.8,2024-02-27,2024-12-01
dc45d710-7,Clothing,Clothing,390.11,390.11,0,3.9,2024-03-24,2024-12-01
abd19d27-0,Beauty,Beauty,311.55,233.66,25,4.2,2024-01-07,2024-12-01
b709f015-d,Toys,Toys,136.17,122.55,10,4.8,2024-06-15,2024-12-01
1856f48e-9,Beauty,Beauty,290.57,276.04,5,4.3,2024-11-06,2024-12-01
30c6766f-3,Beauty,Beauty,465.37,232.69,50,2.9,2024-09-04,2024-12-01
e5167a38-0,Home & Kitchen,Home & Kitchen,98.93,98.93,0,3.9,2024-10-30,2024-12-01
39394899-d,Sports,Sports,468.2,421.38,10,4.0,2024-11-09,2024-12-01
c5b6f5f8-7,Books,Books,146.93,117.54,20,3.6,2024-10-10,2024-12-01
047680b7-4,Toys,Toys,481.22,457.16,5,4.3,2024-11-05,2024-12-01
962ce4b9-9,Home & Kitchen,Home & Kitchen,51.83,25.91,50,4.8,2024-10-11,2024-12-01
38515136-8,Books,Books,221.27,154.89,30,4.8,2024-08-09,2024-12-01
f8a7b3cb-a,Clothing,Clothing,39.97,31.98,20,3.6,2024-06-11,2024-12-01
1cb6afbc-4,Beauty,Beauty,219.61,186.67,15,2.8,2024-03-20,2024-12-01
326dc1f5-9,Sports,Sports,153.68,115.26,25,5.0,2024-07-21,2024-12-01
2c0caa2e-4,Clothing,Clothing,393.56,295.17,25,4.6,2024-07-21,2024-12-01
bade74aa-4,Clothing,Clothing,27.49,21.99,20,2.8,2024-05-02,2024-12-01
e797ba11-c,Home & Kitchen,Home & Kitchen,279.28,265.32,5,4.8,2024-06-02,2024-12-01
9a56685d-c,Electronics,Electronics,77.45,61.96,20,4.7,2024-05-14,2024-12-01
8dff29eb-7,Sports,Sports,226.49,203.84,10,3.8,2024-10-04,2024-12-01
0a39406a-e,Beauty,Beauty,111.14,111.14,0,4.0,2024-03-28,2024-12-01
21918b6b-3,Sports,Sports,323.64,161.82,50,3.5,2024-02-05,2024-12-01
52f65655-f,Books,Books,235.75,188.6,20,2.6,2024-08-08,2024-12-01
cad3fdda-e,Home & Kitchen,Home & Kitchen,40.1,38.09,5,3.3,2024-01-04,2024-12-01
183ca096-f,Home & Kitchen,Home & Kitchen,379.07,303.26,20,4.5,2024-10-03,2024-12-01
6b5e75a3-9,Electronics,Electronics,25.28,24.02,5,2.5,2024-08-30,2024-12-01
3ed75263-6,Toys,Toys,340.18,272.14,20,3.3,2024-02-05,2024-12-01
284503ec-c,Home & Kitchen,Home & Kitchen,10.37,9.85,5,3.5,2024-10-16,2024-12-01
41e93c18-6,Clothing,Clothing,334.28,234.0,30,3.8,2024-03-07,2024-12-01
e8883132-5,Beauty,Beauty,160.13,136.11,15,4.8,2024-01-27,2024-12-01
3a7449b5-2,Sports,Sports,223.01,167.26,25,3.4,2024-09-10,2024-12-01
a9f02f8c-1,Clothing,Clothing,330.76,297.68,10,3.4,2024-11-11,2024-12-01
620721a3-e,Sports,Sports,345.47,259.1,25,4.3,2024-01-29,2024-12-01
0dc1a84f-d,Books,Books,404.19,343.56,15,3.6,2024-02-28,2024-12-01
d332a849-4,Clothing,Clothing,328.44,295.6,10,3.1,2024-09-28,2024-12-01
60fcaed7-7,Books,Books,152.84,145.2,5,3.6,2024-04-25,2024-12-01
a0441877-3,Sports,Sports,353.96,318.56,10,2.9,2024-05-31,2024-12-01
cc8b1c23-2,Clothing,Clothing,151.55,136.4,10,2.9,2024-11-13,2024-12-01
f2c895cb-2,Clothing,Clothing,412.92,206.46,50,3.7,2024-03-07,2024-12-01
598596a4-7,Clothing,Clothing,326.52,293.87,10,3.5,2024-03-02,2024-12-01
86885061-1,Electronics,Electronics,198.45,148.84,25,4.8,2024-05-23,2024-12-01
9bf78c9a-3,Electronics,Electronics,132.31,119.08,10,3.4,2024-10-18,2024-12-01
e54a25c2-4,Electronics,Electronics,359.46,179.73,50,4.0,2024-02-23,2024-12-01
cf29c7a3-8,Books,Books,466.36,349.77,25,4.1,2024-09-13,2024-12-01
c6347235-0,Beauty,Beauty,368.62,276.47,25,2.5,2024-03-20,2024-12-01
3c9a3ef2-d,Home & Kitchen,Home & Kitchen,374.41,299.53,20,4.2,2024-06-27,2024-12-01
1f31c5f9-6,Electronics,Electronics,408.46,204.23,50,2.9,2024-10-30,2024-12-01
95199ded-8,Toys,Toys,252.68,252.68,0,4.9,2024-08-13,2024-12-01
9463ea85-8,Books,Books,302.72,151.36,50,2.9,2024-10-07,2024-12-01
4efbd6fd-1,Electronics,Electronics,335.31,251.48,25,3.5,2024-09-13,2024-12-01
fb219753-e,Books,Books,253.05,202.44,20,2.7,2024-05-19,2024-12-01
d1391498-e,Sports,Sports,482.4,241.2,50,5.0,2024-04-07,2024-12-01
c95968a6-3,Beauty,Beauty,384.44,346.0,10,3.8,2024-09-16,2024-12-01
63955182-b,Toys,Toys,340.43,238.3,30,4.0,2024-06-01,2024-12-01
c9b146c9-5,Toys,Toys,323.46,291.11,10,2.7,2024-07-03,2024-12-01
a1878150-1,Clothing,Clothing,495.35,346.75,30,4.4,2024-05-15,2024-12-01
fde754b4-1,Toys,Toys,422.7,422.7,0,3.0,2024-09-20,2024-12-01
090337cd-a,Books,Books,183.06,128.14,30,4.7,2024-08-11,2024-12-01
ac287cf7-1,Sports,Sports,439.67,219.84,50,3.0,2024-05-14,2024-12-01
18c52147-6,Electronics,Electronics,40.86,28.6,30,3.0,2024-07-21,2024-12-01
75aef9df-6,Books,Books,131.99,66.0,50,2.6,2024-09-26,2024-12-01
cc0cd40a-a,Clothing,Clothing,264.43,264.43,0,3.7,2024-02-11,2024-12-01
2cfa9ec7-0,Sports,Sports,152.63,106.84,30,3.9,2024-07-16,2024-12-01
f9ab318b-7,Toys,Toys,435.67,435.67,0,2.7,2024-11-05,2024-12-01
9a5add4e-2,Books,Books,458.34,458.34,0,4.4,2024-10-21,2024-12-01
a5155b7e-c,Electronics,Electronics,201.3,191.24,5,3.6,2024-03-19,2024-12-01
c8124e78-4,Toys,Toys,221.53,155.07,30,3.8,2024-10-16,2024-12-01
5c0b6596-f,Sports,Sports,475.5,427.95,10,3.6,2024-11-07,2024-12-01
aaf35eae-2,Beauty,Beauty,293.84,249.76,15,3.5,2024-09-04,2024-12-01
25cd002f-e,Sports,Sports,367.27,275.45,25,3.9,2024-08-21,2024-12-01
86dccec4-a,Beauty,Beauty,89.92,67.44,25,2.9,2024-08-09,2024-12-01
25c1502c-f,Electronics,Electronics,422.91,380.62,10,3.0,2024-04-28,2024-12-01
e0d5b83a-3,Electronics,Electronics,276.94,138.47,50,4.7,2024-06-08,2024-12-01
788e7cc6-6,Home & Kitchen,Home & Kitchen,408.28,306.21,25,4.9,2024-07-23,2024-12-01
33036bf9-b,Electronics,Electronics,146.46,139.14,5,3.4,2024-07-14,2024-12-01
1518f397-4,Home & Kitchen,Home & Kitchen,389.59,350.63,10,3.2,2024-08-08,2024-12-01
0faf569e-1,Electronics,Electronics,273.61,191.53,30,4.1,2024-02-02,2024-12-01
ae145df8-8,Sports,Sports,373.25,335.93,10,3.5,2024-04-16,2024-12-01
1a48d1a4-7,Home & Kitchen,Home & Kitchen,120.24,84.17,30,2.6,2024-08-31,2024-12-01
1eda0f3c-9,Sports,Sports,195.46,195.46,0,2.9,2024-06-28,2024-12-01
075c7e1a-a,Sports,Sports,18.99,18.04,5,4.3,2024-04-04,2024-12-01
a526d0bf-9,Books,Books,124.31,62.16,50,4.1,2024-06-19,2024-12-01
979b12da-c,Clothing,Clothing,233.95,210.56,10,2.6,2024-08-09,2024-12-01
6a9280ea-2,Toys,Toys,291.38,262.24,10,3.1,2024-09-13,2024-12-01
87c9f24f-8,Electronics,Electronics,108.86,103.42,5,3.1,2024-10-21,2024-12-01
5655eb89-5,Beauty,Beauty,201.42,161.14,20,4.2,2024-05-28,2024-12-01
d767d45d-a,Home & Kitchen,Home & Kitchen,129.48,110.06,15,2.5,2024-11-19,2024-12-01
e8d4ff23-6,Beauty,Beauty,475.59,380.47,20,2.8,2024-10-14,2024-12-01
b8375129-c,Sports,Sports,471.4,329.98,30,4.5,2024-08-31,2024-12-01
8a2d7d67-b,Books,Books,279.07,251.16,10,2.9,2024-03-03,2024-12-01
f2dc543b-9,Home & Kitchen,Home & Kitchen,373.45,261.41,30,4.1,2024-02-29,2024-12-01
fa44d09d-5,Clothing,Clothing,89.77,80.79,10,3.1,2024-09-14,2024-12-01
b7a796cd-a,Sports,Sports,102.51,82.01,20,2.7,2024-02-17,2024-12-01
dcb6da7a-7,Sports,Sports,246.87,222.18,10,3.1,2024-08-09,2024-12-01
cec7eb10-1,Sports,Sports,163.15,154.99,5,4.3,2024-05-24,2024-12-01
e716451f-f,Books,Books,221.52,155.06,30,4.6,2024-11-08,2024-12-01
7ef9e09f-b,Electronics,Electronics,411.81,391.22,5,4.6,2024-05-09,2024-12-01
602bb15e-4,Clothing,Clothing,466.18,466.18,0,3.5,2024-02-09,2024-12-01
c534d5aa-5,Toys,Toys,446.49,223.25,50,4.2,2024-06-23,2024-12-01
bfc775a1-a,Beauty,Beauty,259.36,246.39,5,3.0,2024-04-22,2024-12-01
2fd1ffe3-1,Clothing,Clothing,261.74,183.22,30,3.2,2024-09-24,2024-12-01
f9c10c74-8,Beauty,Beauty,226.02,214.72,5,4.7,2024-02-23,2024-12-01
136578f7-6,Electronics,Electronics,149.94,119.95,20,2.5,2024-08-21,2024-12-01
706a6f3e-9,Books,Books,44.18,30.93,30,2.7,2024-02-11,2024-12-01
581fab2b-a,Electronics,Electronics,94.83,94.83,0,3.0,2024-07-19,2024-12-01
c7008243-5,Sports,Sports,313.21,219.25,30,2.6,2024-11-11,2024-12-01
4efe9fdd-5,Clothing,Clothing,249.86,124.93,50,3.0,2024-08-18,2024-12-01
e4e13f0f-d,Sports,Sports,250.31,125.16,50,4.0,2024-04-08,2024-12-01
a6212e2e-a,Sports,Sports,330.56,280.98,15,3.6,2024-04-11,2024-12-01
a28d5119-1,Clothing,Clothing,377.06,358.21,5,4.7,2024-08-11,2024-12-01
78ba3547-b,Toys,Toys,337.91,321.01,5,4.5,2024-05-03,2024-12-01
8243d88e-e,Toys,Toys,52.16,46.94,10,3.4,2024-02-25,2024-12-01
8f3a5380-9,Toys,Toys,95.61,66.93,30,3.1,2024-08-11,2024-12-01
04284bd4-a,Sports,Sports,155.98,124.78,20,3.4,2024-05-14,2024-12-01
6d626cf9-1,Electronics,Electronics,18.56,15.78,15,4.0,2024-10-20,2024-12-01
66f17216-a,Electronics,Electronics,26.86,22.83,15,3.2,2024-10-22,2024-12-01
8264844a-e,Home & Kitchen,Home & Kitchen,202.35,141.64,30,4.1,2024-06-21,2024-12-01
ad1f054b-2,Electronics,Electronics,263.22,223.74,15,3.5,2024-08-22,2024-12-01
3d5fe14e-1,Clothing,Clothing,298.79,253.97,15,3.9,2024-03-03,2024-12-01
27fb556a-3,Clothing,Clothing,457.07,457.07,0,3.6,2024-01-17,2024-12-01
38362f6f-1,Electronics,Electronics,442.46,442.46,0,3.2,2024-11-05,2024-12-01
35f1c343-b,Electronics,Electronics,255.81,127.91,50,4.9,2024-03-12,2024-12-01
100f5bd6-3,Electronics,Electronics,32.89,32.89,0,4.4,2024-10-08,2024-12-01
e23f5984-b,Clothing,Clothing,251.88,226.69,10,2.9,2024-01-23,2024-12-01
85edc59a-c,Electronics,Electronics,120.68,102.58,15,4.7,2024-09-09,2024-12-01
625ff553-e,Sports,Sports,30.21,27.19,10,3.7,2024-10-10,2024-12-01
c3fe6a0a-3,Books,Books,246.17,233.86,5,4.7,2024-08-11,2024-12-01
c1fa2667-b,Toys,Toys,329.85,296.87,10,4.5,2024-06-25,2024-12-01
d565ad1e-7,Toys,Toys,437.06,437.06,0,3.6,2024-07-31,2024-12-01
7e5f9dad-d,Home & Kitchen,Home & Kitchen,204.0,193.8,5,2.6,2024-08-31,2024-12-01
91e98516-d,Books,Books,207.44,165.95,20,3.2,2024-02-18,2024-12-01
1d206f3c-3,Home & Kitchen,Home & Kitchen,463.6,347.7,25,3.9,2024-03-16,2024-12-01
769c6a76-6,Home & Kitchen,Home & Kitchen,359.03,269.27,25,4.1,2024-10-15,2024-12-01
9b6c0128-f,Books,Books,384.7,327.0,15,3.1,2024-10-08,2024-12-01
d570140f-e,Electronics,Electronics,298.02,223.51,25,2.8,2024-05-15,2024-12-01
c8170aaa-e,Clothing,Clothing,400.84,360.76,10,4.6,2024-04-12,2024-12-01
3cd49ea6-1,Electronics,Electronics,464.71,232.35,50,5.0,2024-08-03,2024-12-01
fb711bf3-4,Beauty,Beauty,16.11,13.69,15,3.8,2024-06-05,2024-12-01
135f9af5-5,Books,Books,484.74,339.32,30,2.9,2024-01-18,2024-12-01
43e4b99f-6,Toys,Toys,365.33,347.06,5,3.2,2024-03-11,2024-12-01
317d65ec-f,Electronics,Electronics,176.01,176.01,0,2.5,2024-07-09,2024-12-01
b44206d3-1,Clothing,Clothing,464.89,232.44,50,4.8,2024-10-04,2024-12-01
f9677a24-6,Clothing,Clothing,401.8,361.62,10,2.8,2024-11-20,2024-12-01
0614e833-2,Clothing,Clothing,210.96,179.32,15,3.9,2024-02-15,2024-12-01
3c8d5057-5,Toys,Toys,67.54,54.03,20,3.2,2024-01-09,2024-12-01
624d50b3-3,Books,Books,31.73,30.14,5,3.9,2024-09-29,2024-12-01
76d8a34e-b,Electronics,Electronics,298.26,238.61,20,4.1,2024-03-04,2024-12-01
1f2ee9a2-5,Sports,Sports,247.86,198.29,20,4.6,2024-06-01,2024-12-01
03f4ca3b-8,Clothing,Clothing,362.83,253.98,30,3.0,2024-04-19,2024-12-01
e8f069f8-6,Books,Books,476.64,238.32,50,2.5,2024-05-17,2024-12-01
d3a6af1a-7,Sports,Sports,388.38,368.96,5,2.8,2024-02-13,2024-12-01
19c52cc9-5,Sports,Sports,337.33,286.73,15,4.8,2024-10-11,2024-12-01
f0767145-7,Books,Books,494.14,247.07,50,4.7,2024-11-05,2024-12-01
101ade60-3,Sports,Sports,455.94,319.16,30,4.0,2024-03-29,2024-12-01
cb17280c-0,Beauty,Beauty,221.53,221.53,0,4.0,2024-08-05,2024-12-01
9885fa19-4,Books,Books,461.56,369.25,20,4.2,2024-09-01,2024-12-01
d31d0123-a,Electronics,Electronics,168.59,134.87,20,2.9,2024-06-03,2024-12-01
4cca89d4-4,Clothing,Clothing,482.74,458.6,5,4.8,2024-05-30,2024-12-01
b3d1ba0f-3,Books,Books,200.93,140.65,30,3.5,2024-02-06,2024-12-01
875caa36-1,Clothing,Clothing,18.84,18.84,0,3.5,2024-06-17,2024-12-01
eb873293-1,Home & Kitchen,Home & Kitchen,109.89,93.41,15,3.8,2024-04-13,2024-12-01
5b444a16-4,Electronics,Electronics,98.61,98.61,0,2.6,2024-03-28,2024-12-01
4462097e-3,Electronics,Electronics,459.61,413.65,10,2.9,2024-06-01,2024-12-01
e9dd6729-5,Electronics,Electronics,28.61,25.75,10,4.3,2024-04-17,2024-12-01
82cc06cc-0,Toys,Toys,378.85,303.08,20,2.7,2024-05-18,2024-12-01
fbe1f8ba-0,Beauty,Beauty,78.87,74.93,5,4.0,2024-06-25,2024-12-01
c070b4b6-1,Beauty,Beauty,362.99,308.54,15,3.1,2024-07-07,2024-12-01
6341d191-8,Sports,Sports,198.38,148.78,25,3.5,2024-03-09,2024-12-01
87e5625f-c,Books,Books,471.66,448.08,5,3.2,2024-06-13,2024-12-01
25a9c188-a,Clothing,Clothing,68.68,48.08,30,3.4,2024-10-07,2024-12-01
8adaa913-f,Books,Books,289.83,260.85,10,4.3,2024-06-17,2024-12-01
46a92f74-2,Sports,Sports,343.43,257.57,25,3.2,2024-03-10,2024-12-01
37d88ca0-0,Toys,Toys,196.34,186.52,5,3.9,2024-03-21,2024-12-01
c7378104-f,Books,Books,183.04,128.13,30,3.7,2024-05-30,2024-12-01
49ed6d0d-8,Sports,Sports,182.28,145.82,20,4.2,2024-09-09,2024-12-01
46500eae-c,Toys,Toys,329.94,280.45,15,4.8,2024-07-25,2024-12-01
d701275e-9,Home & Kitchen,Home & Kitchen,50.63,25.32,50,4.3,2024-05-21,2024-12-01
584a7808-7,Sports,Sports,40.61,28.43,30,3.0,2024-09-20,2024-12-01
79a38003-0,Home & Kitchen,Home & Kitchen,73.19,51.23,30,2.6,2024-06-15,2024-12-01
868c12ec-1,Electronics,Electronics,140.84,105.63,25,3.2,2024-03-04,2024-12-01
4d8fc1fb-3,Clothing,Clothing,460.17,391.14,15,4.0,2024-11-17,2024-12-01
272d1c1e-d,Toys,Toys,248.71,211.4,15,2.6,2024-06-28,2024-12-01
bf98ce15-f,Electronics,Electronics,33.88,30.49,10,3.7,2024-03-12,2024-12-01
a2f4cd32-3,Books,Books,464.05,371.24,20,4.0,2024-05-07,2024-12-01
1ff851f4-7,Electronics,Electronics,180.19,126.13,30,3.3,2024-08-21,2024-12-01
605fd5fe-7,Beauty,Beauty,329.78,296.8,10,4.4,2024-09-20,2024-12-01
7150ff17-b,Sports,Sports,336.05,235.23,30,2.8,2024-03-09,2024-12-01
df7cd075-2,Toys,Toys,95.06,90.31,5,2.7,2024-06-15,2024-12-01
b46bc60c-b,Beauty,Beauty,94.97,66.48,30,4.3,2024-07-02,2024-12-01
eb885daf-7,Beauty,Beauty,443.0,420.85,5,3.7,2024-05-13,2024-12-01
22ed0aa6-5,Sports,Sports,230.09,195.58,15,4.2,2024-01-11,2024-12-01
d6276dee-6,Toys,Toys,65.75,65.75,0,3.6,2024-07-28,2024-12-01
6dc8bf66-f,Clothing,Clothing,116.39,87.29,25,3.1,2024-02-20,2024-12-01
e4426847-7,Books,Books,315.16,157.58,50,4.5,2024-06-22,2024-12-01
bcdaa92b-c,Sports,Sports,133.14,99.85,25,4.5,2024-11-04,2024-12-01
63132048-a,Home & Kitchen,Home & Kitchen,167.4,150.66,10,4.2,2024-09-10,2024-12-01
77363464-a,Clothing,Clothing,43.48,32.61,25,3.2,2024-08-23,2024-12-01
5e26e41d-1,Electronics,Electronics,14.54,13.81,5,4.0,2024-04-26,2024-12-01
7d7d6526-3,Sports,Sports,302.08,226.56,25,3.4,2024-04-08,2024-12-01
7d1006e3-7,Home & Kitchen,Home & Kitchen,474.64,450.91,5,2.7,2024-09-30,2024-12-01
f4dc1f9e-3,Toys,Toys,496.29,421.85,15,4.8,2024-09-22,2024-12-01
97a50e99-a,Electronics,Electronics,397.3,198.65,50,2.8,2024-10-31,2024-12-01
3d3bc42d-c,Beauty,Beauty,284.26,142.13,50,4.9,2024-10-16,2024-12-01
a7ddfd45-9,Toys,Toys,146.22,73.11,50,3.6,2024-03-31,2024-12-01
2c2faf85-a,Beauty,Beauty,134.41,107.53,20,3.0,2024-05-07,2024-12-01
7efcfbc1-8,Toys,Toys,277.93,138.97,50,3.9,2024-04-23,2024-12-01
505d5a39-d,Toys,Toys,175.25,122.67,30,4.7,2024-10-06,2024-12-01
89fe8404-d,Toys,Toys,12.14,10.32,15,4.3,2024-05-13,2024-12-01
e2a6302f-9,Books,Books,333.82,233.67,30,4.5,2024-10-02,2024-12-01
dc1f1f13-f,Books,Books,125.36,87.75,30,4.1,2024-10-13,2024-12-01
89ddf5fd-7,Electronics,Electronics,109.9,93.42,15,4.2,2024-07-24,2024-12-01
c979e542-7,Clothing,Clothing,473.91,331.74,30,4.6,2024-10-13,2024-12-01
2166f519-9,Electronics,Electronics,294.36,147.18,50,3.1,2024-07-20,2024-12-01
fd8c870e-2,Clothing,Clothing,460.68,414.61,10,3.7,2024-02-07,2024-12-01
e94d9977-3,Home & Kitchen,Home & Kitchen,362.96,326.66,10,3.1,2024-09-30,2024-12-01
19f3b34c-3,Beauty,Beauty,95.3,90.53,5,5.0,2024-09-01,2024-12-01
c4910d2d-c,Books,Books,259.1,259.1,0,4.9,2024-06-12,2024-12-01
45f9b126-8,Books,Books,205.38,143.77,30,2.6,2024-06-23,2024-12-01
7b2b5520-9,Clothing,Clothing,370.12,333.11,10,4.3,2024-01-14,2024-12-01
ab136d2e-f,Home & Kitchen,Home & Kitchen,97.7,83.05,15,4.8,2024-01-20,2024-12-01
eedfbf75-6,Home & Kitchen,Home & Kitchen,306.03,153.01,50,3.0,2024-02-23,2024-12-01
5697bb51-3,Toys,Toys,72.75,58.2,20,3.9,2024-04-12,2024-12-01
2ee16cb9-f,Clothing,Clothing,186.26,149.01,20,4.8,2024-11-16,2024-12-01
22332c97-1,Toys,Toys,16.7,8.35,50,2.6,2024-03-10,2024-12-01
c2a9a44a-4,Toys,Toys,191.15,95.58,50,4.2,2024-06-13,2024-12-01
47f7d81c-2,Sports,Sports,232.55,174.41,25,3.2,2024-06-12,2024-12-01
04a731ad-f,Home & Kitchen,Home & Kitchen,234.62,199.43,15,4.8,2024-04-18,2024-12-01
106c929a-7,Electronics,Electronics,31.72,25.38,20,4.9,2024-06-29,2024-12-01
fb8256e8-a,Electronics,Electronics,159.29,159.29,0,4.9,2024-07-21,2024-12-01
805daac9-0,Clothing,Clothing,30.68,15.34,50,3.7,2024-09-08,2024-12-01
1b911467-9,Books,Books,285.83,257.25,10,4.7,2024-06-27,2024-12-01
92ff2301-c,Clothing,Clothing,311.67,264.92,15,4.6,2024-10-01,2024-12-01
c968f734-c,Electronics,Electronics,277.94,264.04,5,3.3,2024-09-04,2024-12-01
a952cd60-a,Books,Books,368.42,294.74,20,4.6,2024-07-13,2024-12-01
58473eef-4,Home & Kitchen,Home & Kitchen,379.22,322.34,15,2.6,2024-07-17,2024-12-01
45f6a7d5-8,Electronics,Electronics,265.27,198.95,25,4.0,2024-02-28,2024-12-01
21341a74-3,Home & Kitchen,Home & Kitchen,369.05,350.6,5,3.1,2024-06-26,2024-12-01
ed14558a-7,Beauty,Beauty,493.7,394.96,20,2.8,2024-03-13,2024-12-01
9ffd92ed-4,Beauty,Beauty,499.65,449.69,10,2.7,2024-07-25,2024-12-01
1878cf5a-b,Beauty,Beauty,31.78,27.01,15,4.2,2024-06-02,2024-12-01
78fc8fe3-6,Toys,Toys,145.1,108.82,25,3.3,2024-01-09,2024-12-01
025cebdc-b,Toys,Toys,163.27,122.45,25,4.3,2024-07-22,2024-12-01
186cf076-b,Toys,Toys,223.69,178.95,20,2.7,2024-09-02,2024-12-01
0c602c0e-d,Beauty,Beauty,417.94,417.94,0,3.3,2024-04-02,2024-12-01
4395c151-c,Home & Kitchen,Home & Kitchen,270.76,189.53,30,3.8,2024-02-08,2024-12-01
4bf67e4a-1,Beauty,Beauty,497.52,248.76,50,4.5,2024-03-26,2024-12-01
a2fdbbd6-3,Sports,Sports,348.59,331.16,5,3.3,2024-09-19,2024-12-01
c4f7e6b0-9,Electronics,Electronics,362.5,326.25,10,4.1,2024-09-10,2024-12-01
4d57ddaa-d,Home & Kitchen,Home & Kitchen,411.6,288.12,30,4.7,2024-11-12,2024-12-01
4a9db56e-b,Books,Books,206.82,144.77,30,4.0,2024-06-13,2024-12-01
8cc9674f-9,Books,Books,161.64,161.64,0,3.1,2024-10-13,2024-12-01
881ea42d-0,Sports,Sports,27.22,21.78,20,2.6,2024-09-03,2024-12-01
d12bfdfa-c,Beauty,Beauty,310.78,295.24,5,4.7,2024-02-10,2024-12-01
fab11646-d,Toys,Toys,227.18,215.82,5,2.6,2024-09-15,2024-12-01
1524eaed-7,Home & Kitchen,Home & Kitchen,383.65,326.1,15,4.7,2024-05-20,2024-12-01
87409d7f-6,Home & Kitchen,Home & Kitchen,153.01,137.71,10,3.8,2024-03-12,2024-12-01
12dec9d2-a,Sports,Sports,202.59,141.81,30,4.8,2024-08-27,2024-12-01
a5f0b72c-e,Electronics,Electronics,464.92,395.18,15,4.5,2024-02-16,2024-12-01
00cabebb-5,Toys,Toys,241.52,229.44,5,5.0,2024-07-07,2024-12-01
